Hail,Status,Ice,--,Daily x2,--,"Field, Weather","The weather changes to Hail for 5 rounds. While it is Hailing, all non-Ice Type Pokemon lose a Tick of Hit Points at the beginning of their turn."
Haze,Status,Ice,--,Scene x2,--,Field,The Combat Stages of the user and all Pokémon and Trainers in the encounter are set to their default state (usually 0).
Ice Ball,Physical,Ice,3,At-Will,4,"Melee, 1 Target",The user continues to use Ice Ball on each of its turns until they miss any target with Ice Ball or are not able to hit any target with Ice Ball during their turn. Each successive use of Ice Ball increases Ice Ball's Damage Base by +3 to a maximum of DB 15.
Ice Beam,Special,Ice,9,EOT,2,"4, 1 Target",Ice Beam Freezes on 19+.
Ice Burn,Special,Ice,14,Scene,4,"10, 1 Target, Set-Up, Full Action","Set-Up Effect: The user may shift, then ends their turn. Resolution Effect: The user attacks with Ice Burn. Ice Burn Burns on 15+."
Ice Fang,Physical,Ice,7,At-Will,3,"Melee, 1 Target","Ice Fang Freezes or Flinches on 18-19 during Accuracy Check; flip a coin to determine whether the foe becomes Frozen or Flinched. On 20 during Accuracy Check, the foe is both Frozen and Flinched."
Ice Hammer,Physical,Ice,10,EOT,4,"Melee, 1 Target",Lower the user's Speed by -1 CS.
Ice Punch,Physical,Ice,8,At-Will,2,"Melee, 1 Target",Ice Punch Freezes the target on 19+.
Ice Shard,Physical,Ice,4,At-Will,2,"4, 1 Target, Priority",--
Icicle Crash,Physical,Ice,8,EOT,4,"6, 1 Target",Icicle Crash Flinches the target on 15+.
Icicle Spear,Physical,Ice,3,EOT,4,"6, 1 Target, Five Strike",--
Icy Wind,Special,Ice,6,EOT,3,Cone 2,All Legal Targets have their Speed lowered 1 Combat Stage.
Mist,Status,Ice,--,Scene x2,--,Blessing,"Any user affected by Mist may activate it when having Combat Stages lowered by any effect; if they do, those Combat Stages are instead not lowered. Mist may be activated 3 times and then disappears."
Powder Snow,Special,Ice,4,At-Will,2,Line 4,Powder Snow Freezes all Legal Targets on 19+. *Grants: Freezer
Sheer Cold,Status,Ice,--,Daily,--,"4, 1 Target, Execute","Roll 1d100. This roll may not be modified in any way. If you roll X or lower, the target Faints. X is equal to 30 + The User's Level - The Target's Level. *Grants: Freezer"
Acupressure,Status,Normal,--,EOT,2,"Melee, 1 Target or Self","Roll 1d6. On a result of 1, raise the target’s Attack by +2 CS. On a result of 2, raise the target’s Defense by +2 CS. On a result of 3, raise the target’s Special Attack by +2 CS. On a result of 4, raise the target’s Special Defense by +2 CS. On a result of 5, raise the target’s Speed by +2 CS. On a result of 6, raise the target’s Accuracy by +2."
After You,Status,Normal,--,Scene x2,--,"6, 1 Target","After You is a Swift Action. The target takes their turn for the round immediately after the user finishes their turn, ignoring Initiative. After You may only affect a target that has not yet acted that round and can only affect willing targets."
Assist,Status,Normal,--,Scene x2,--,Self,Randomly select another Pokémon on the user’s roster and then randomly select a Move that Pokémon knows. Assist’s user uses that Move immediately.
Attract,Status,Normal,--,Scene x2,2,"3, 1 Target, Social",Attract Infatuates the target if its gender is the opposite of the user’s. Attract fails when used by or against Genderless targets.
Barrage,Physical,Normal,2,At-Will,4,"6, 1 Target, Five Strike",--
Baton Pass,Status,Normal,--,At-Will,--,Self,"The user is replaced with another Pokémon from their trainer’s roster. All Combat Stage, Coats, and [Stratagems] on Baton Pass’ user are transferred to the replacement. Baton Pass may be used to switch even if the user is Trapped."
Belly Drum,Status,Normal,--,Scene,--,Self,The user gains +6 Attack CS and loses HP equal to 1/2 of their Max HP.
Bestow,Status,Normal,--,At-Will,--,"Melee, 1 Target","The user gives its held item to the target, unless the target is already holding an item. Using Bestow is a Swift Action."
Bide,Physical,Normal,See Effect,Scene,--,"Burst 1, Friendly","The user may use Bide as a Reaction Move upon being Hit by a Damaging Move. During their next available turn, the user may Shift and then use Bide, causing all Adjacent foes to lose X HP, where X is the amount of Damage taken since declaring use of Bide (Loss of life through effects such as Poison is not ‘Damage’)."
Bind,Static,Normal,--,Static,--,--,"The user gains a +1 Bonus to Accuracy Rolls made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers or gain Dominance. Whenever the user gains Dominance in a Grapple, the target of the Grapple loses a Tick of Hit Points."
Block,Status,Normal,--,At-Will,2,"Melee, 1 Target",The target is Stuck and Trapped until the beginning of your next turn.
Body Slam,Physical,Normal,9,Scene x2,2,"Melee, 1 Target",Body Slam Paralyzes the target on 15+.
Boomburst,Special,Normal,14,Scene,2,"Burst 1, Sonic",--
Camouflage,Status,Normal,--,EOT,--,Self,"The user changes their Type to match the field. Pick one type from the table (see manual). If two or more rows are relevant (such as because of Weather), pick one. Your GM may provide additional options should they choose (for instance, an Ethereal Forest may provide Psychic and Fairy options.) *Grants Blender"
Captivate,Status,Normal,--,EOT,2,"Cone 2, Friendly, Social",Captivate lowers the target's Special Attack by -2 CS. Captivate may not affect something that is the same gender as the user or something that is genderless.
Chip Away,Physical,Normal,7,EOT,2,"Melee, 1 Target","Ignore any Armor, Damage Reduction, or changes in the target's Defense or Special Defense (such as from Combat Stages) when calculating damage."
Comet Punch,Physical,Normal,2,At-Will,4,"Melee, 1 Target, Five Strike",--
Confide,Status,Normal,--,At-Will,2,"4, 1 Target, Social",Lower the target's Special Attack by -1 CS.
Constrict,Physical,Normal,1,At-Will,2,"Melee, 1 Target",Lower the target’s Speed by -1 CS. Constrict may be used as a Swift Action against targets the user is Grappling and automatically hits when performed this way.
Conversion,Status,Normal,--,At-Will,--,Self,The user becomes the elemental Type of their choice as long as they have a Move that is the same elemental Type until the end of the encounter. Replace all other Types.
Conversion2,Status,Normal,--,At-Will,--,Self,The user becomes the elemental Type of their choice as long as the Type resists the elemental Type of the Move it last took damage from until the end of the encounter. Replace all other Types.
Copycat,Status,Normal,--,Scene x2,--,"4, 1 Target",Use the Move the target has used on their last turn. You may choose new targets for the Move. Copycat cannot miss.
Covet,Physical,Normal,6,At-Will,2,"Melee, 1 Target","Covet takes the target’s Held Item or Accessory Slot Item and attaches it to Covet’s user, if the user is not holding anything."
Court Change,Status,Normal,--,Daily,--,Field,All Blessings and Hazards swap which side that they belong to.
Crush Claw,Physical,Normal,7,EOT,3,"Melee, 1 Target, Dash",Crush Claw lowers the target’s Defense by -1 CS on Even-Numbered Rolls.
Crush Grip,Physical,Normal,12,Scene,2,"Melee, 1 Target","For every 10% the target is below their full Hit Points, Crush Grip's Damage Base is reduced by 1."
Cut,Physical,Normal,5,At-Will,3,"Melee, Pass",Cut ignores up to 5 Damage Reduction (Defenses are not Damage Reduction.)
Defense Curl,Status,Normal,--,At-Will,--,Self,"The user becomes Curled Up. While Curled Up, the user becomes immune to Critical Hits and gains 10 Damage Reduction. However, while Curled Up, the user is Slowed and their Accuracy is lowered by -4. The user may stop being Curled Up as a Swift Action. If the user has Rollout or Ice Ball in their Move List, they do not become Slowed while Curled Up. Furthermore, when using the Moves Rollout or Ice Ball while Curled Up, the user gains a +10 bonus to the damage rolls of those Moves and does not suffer Accuracy Penalties from being Curled Up."
September Playtest: The user’s Defense is raised 1 Combat Stage and they become Curled Up until the end of the Scene or they are Recalled or Take a Breather. When using the Moves Rollout or Ice Ball while Curled Up, the user gains a +10 bonus to the damage rolls of those Moves."
Disable,Status,Normal,--,Scene,--,"1 Target, Trigger",Disable may be used as a Free Action that does not take up a Command whenever the user is hit by a Move. That Move becomes Disabled for the attacker.
Dizzy Punch,Physical,Normal,7,At-Will,2,"Melee, 1 Target",Dizzy Punch Confuses the target on 17+.
Double Hit,Physical,Normal,4,EOT,3,"Melee, 1 Target, Double Strike",--
Double Team,Status,Normal,--,Scene,--,"Self, Illusion, Coat",The user gains 3 activations of Double Team. The user may either activate Double Team when being targeted by an attack to increase their Evasion by +2 against that attack or when making an attack to increase their Accuracy by +2 for that attack.
Double-Edge,Physical,Normal,12,Scene x2,2,"Melee, 1 Target, Dash, Recoil 1/3",--
Double Slap,Physical,Normal,2,At-Will,4,"Melee, 1 Target, Five Strike",--
Echoed Voice,Special,Normal,4,EOT,2,"3, 1 Target, Sonic","If Echoed Voice was used by any Pokémon or Trainer in the Encounter on the previous round, increase its Damage Base by +4. If Echoed Voice was used by any Pokémon or Trainers during both the previous two rounds, increase its Damage Base by +8."
Egg Bomb,Physical,Normal,10,Scene x2,6,"5, Blast 2",--
Encore,Status,Normal,--,Scene x2,2,"4, 1 Target, Social","Roll 1d6. On a result of 1 or 2, the target becomes Confused; on a result of 3 or 4 the target becomes Suppressed; on a result of 5 or 6 the target becomes Enraged."
Endeavor,Physical,Normal,See Effect,Scene,2,"Melee, 1 Target, Dash",The target loses a Tick of Hit Points for each Injury the user has.
Endure,Status,Normal,--,Daily,--,"Self, Reaction, Trigger","If the user is hit by a damaging Move, you may use Endure as a Free Action. If the Move would bring Endure's user down to 0 HP or less, Endure's user instead is set to 1 HP."
Entrainment,Status,Normal,--,Scene,2,"4, 1 Target",The target gains one of the user's Abilities for 3 turns.
Explosion,Physical,Normal,25,Daily,2,Burst 2,The user's HP is set to -50% of their full HP. This HP loss cannot be prevented or reduced in any way. The user's loyalty toward its trainer may be lowered.
Extreme Speed,Physical,Normal,8,EOT,2,"Melee, 1 Target, Dash, Priority",--
Facade,Physical,Normal,7,EOT,2,"Melee, 1 Target","If the user is afflicted with a Persistent Status Affliction, Facade's Damage Base is doubled to DB 14 (4d10+15 / 40)."
Façade,Physical,Normal,7,EOT,2,"Melee, 1 Target","If the user is afflicted with a Persistent Status Affliction, Façade’s Damage Base is doubled to DB 14 (4d10+15 / 40)."
Fake Out,Physical,Normal,4,At-Will,2,"Melee, 1 Target, Priority","You may only use Fake Out with Priority upon joining an encounter; if you do, Fake Out Flinches the target. Switching out resets the requirement of joining an encounter."
False Swipe,Physical,Normal,4,At-Will,2,"Melee, Pass",False Swipe's damage cannot bring a target lower than 1 HP.
Feint,Status,Normal,--,Scene,--,Trigger,"If a foe uses a Move with the Shield Keyword in response to one of your actions, you may activate Feint to cause the triggering Move to Fail. Feint is activated as a Free Action."
Flail,Physical,Normal,7,EOT,2,"Melee, 1 Target","For each Injury the user has, Flail's Damage Base is increased by +1."
Flash,Status,Normal,--,EOT,2,Cone 2,Lower the Accuracy of all legal targets by -1. *Grants Glow
Focus Energy,Status,Normal,--,At-Will,--,Self,"The user becomes Pumped. While Pumped, the user's Critical Range is extended by 2, or 18+ if the Critical Range is not otherwise extended. Being switched will cause this effect to end."
Follow Me,Status,Normal,--,Scene,--,"Burst 5, Social","Until the end of the user's next turn, all Foes must target the user when using a Move that targets their opponents. This effect ends if the user is Fainted or Switched out."
Foresight,Status,Normal,--,Scene x2,--,"Self, Swift Action","Foresight may be activated as a Swift Action on the user’s turn. For the rest of the turn, the user’s Normal-Type and Fighting-Type Moves can hit and affect Ghost-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those."
Frustration,Physical,Normal,"X, See Effect",At-Will,2,"Melee, 1 Target",Frustration's Damage Base is equal to 9 minus the user's Loyalty Value. Using Frustration may make your Pokémon dislike you.
Fury Attack,Physical,Normal,2,At-Will,4,"Melee, 1 Target, Five Strike",--
Fury Swipes,Physical,Normal,3,EOT,5,"Melee, 1 Target, Five Strike",--
Giga Impact,Physical,Normal,15,Daily x2,4,"Melee, 1 Target, Dash, Exhaust, Smite",--
Glare,Status,Normal,--,Scene x2,2,"4, 1 Target, Social",Glare Paralyzes the target.
Growl,Status,Normal,--,At-Will,2,"Burst 1, Friendly, Sonic, Social",Lower the Attack of all legal targets by -1 CS.
Growth,Status,Normal,--,EOT,--,Self,"Raise the user's Attack and Special Attack by +1 CS each. If it is Sunny, double the amount of Combat Stages gained. *Grants Inflatable"
Guillotine,Status,Normal,--,Daily,--,"Melee, 1 Target, Execute","Roll 1d100. This roll may not be modified in any way. If you roll X or lower, the target Faints. X is equal to 30 + The User's Level - The Target's Level."
Harden,Status,Normal,--,At-Will,--,Self,Raise the user’s Defense by +1 CS.
Headbutt,Physical,Normal,7,EOT,2,"Melee, 1 Target",Headbutt Flinches the target on 15+.
Head Charge,Physical,Normal,12,Scene x2,2,"Melee, 1 Target, Push, Recoil 1/3",The target is Pushed back 2 meters.
Heal Bell,Status,Normal,--,Scene,--,"Burst 3, Sonic, Healing",All targets are cured of any Persistent Status ailments.
Helping Hand,Status,Normal,--,EOT,--,"4, 1 Target, Priority","Helping Hand grants the target +2 on its next Accuracy Roll this round, and +10 to its next Damage Roll this round."
Hidden Power,Special,Normal,6,EOT,2,Burst 1,"When a Pokémon first obtains the Move Hidden Power, roll 1d20. Hidden Power’s Elemental Type will be changed from Normal to Bug on a result of 1; Dark on 2; Dragon on 3; Electric on 4; Fairy on 5; Fighting on 6; Fire on 7; Flying on 8; Ghost on 9; Grass on 10; Ground on 11; Ice on 12; Normal on 13; Poison on 14; Psychic on 15; Rock on 16; Steel on 17; Water on 18; and on 19 or 20, reroll until you roll another number. This effect is permanent – if Hidden Power is forgotten and relearned, the chosen Type remains the same."
Hold Hands,Status,Normal,--,Scene x2,--,"Melee, 1 Target","Both the user and the target become Cheered. They may give up the Cheered condition when making a Save Check to roll twice and take the best result.
September Playtest: The target and the user each gain three Ticks of Temporary Hit Points, and a +2 Bonus to Save Checks for 1 full round."
Horn Attack,Physical,Normal,7,At-Will,2,"Melee, 1 Target, Dash",--
Horn Drill,Status,Normal,--,Daily,--,"Melee, 1 Target, Execute","Roll 1d100. This roll may not be modified in any way. If you roll X or lower, the target Faints. X is equal to 30 + The User's Level - The Target's Level."
Howl,Status,Normal,--,At-Will,--,Self,Raise the user’s Attack by +1 CS.
Howl [SS],Status,Normal,--,EOT,--,Burst 1,The user and all allies in the Burst have their Attack CS raised by 1. 
Hyper Beam,Special,Normal,15,Daily x2,4,"10, 1 Target, Exhaust, Smite",--
Hyper Fang,Physical,Normal,8,At-Will,4,"Melee, 1 Target",Hyper Fang Flinches the target on 19+.
Hyper Voice,Special,Normal,9,Scene x2,2,"Close Blast 3, Sonic, Smite","All legal targets are pushed back to the squares immediately outside the blast, away from the user."
Judgement,Special,Normal,10,Daily,2,"6, Ranged Blast 3, Smite",Judgment's Type can be whatever Elemental Type the user wants it to be.
Laser Focus,Status,Normal,--,Scene x2,--,Self,The next succesful damaging attack made by the user is automatically a Critical Hit.
Last Resort,Physical,Normal,14,At-Will,2,"Melee, 1 Target, Dash","Last Resort can only be used after the user has performed 5 other different Moves in its Move List during a single fight, without being switched out."
Leer,Status,Normal,--,At-Will,2,"Cone 2, Friendly, Social",All legal targets have their Defense lowered by -1 CS.
Lock-On,Status,Normal,--,At-Will,--,"10, 1 Target","The target is Locked-On. The next Move that the user uses against the Target that requires an Accuracy Check cannot miss. Lock-On's effect, on both the User and Target, can be passed by Baton Pass."
Lovely Kiss,Status,Normal,--,Scene x2,6,"6, 1 Target, Social",The target fall Asleep.
Lucky Chant,Status,Normal,--,Scene,--,Blessing,Any user affected by Lucky Chant may activate it when receiving a Critical Hit to cause the attack to instead deal damage as if it was not a Critical Hit. Lucky Chant may be activated 3 times and then disappears.
Me First,Status,Normal,--,Scene,--,"Self, Trigger, Interrupt","If an opponent declares a Damaging Attack against the user, and Me First’s user has a higher Speed stat then the target, the user may use Me First as an Interrupt. The User will then use the same Move the triggering foe was about to use on that foe."
Mean Look,Status,Normal,--,Scene,--,"6, 1 Target, Social",The Target becomes Trapped and Slowed for the remainder of the encounter.
Mega Kick,Physical,Normal,12,Scene x2,6,"Melee, 1 Target, Dash, Push, Smite",The target is Pushed 2 meters.
Mega Punch,Physical,Normal,8,At-Will,4,"Melee, 1 Target",--
Metronome,Status,Normal,--,Scene x2,--,Self,"Metronome randomly uses any other Move except for After You, Assist, Bestow, Copycat, Counter, Covet, Crafty Shield, Destiny Bond, Detect, Endure, Feint, Focus Punch, Follow Me, Helping Hand, King’s Shield, Metronome, Me First, Mimic, Mirror Coat, Mirror Move, Protect, Quash, Quick Guard, Rage Powder, Sketch, Sleep Talk, Snatch, Snore, Spiky Shield, Switcheroo, Thief, Transform, Trick, and Wide Guard. The GM helps to pick the random Move."
Milk Drink,Status,Normal,--,Daily x2,--,"Melee, 1 Target",The target regains HP equal to half of its full HP. The user may target themselves with Milk Drink.
Mimic,Status,Normal,--,Scene,--,"6, 1 Target","Choose a Move that the target has used during the encounter. For the remainder of the encounter, that Move replaces Mimic on the user’s Move List. Mimic cannot miss."
Mind Reader,Status,Normal,--,Scene,--,"6, 1 Target","The target becomes Read to the user until the end of the user’s next turn. The user may end this effect when making an Attack on the user, causing that attack to automatically hit; OR when the Read target uses an Attack against the user, causing that attack to automatically miss. If the user has the Telepathy Capability, the user automatically succeeds on a mindreading attempt against the target, and may listen to the target’s surface thoughts as long as they remain Read. Mind Reader automatically misses against targets with the Mindlock Capability."
Minimize,Status,Normal,--,Scene,--,Self,"The user gains +4 Evasion, and the user's size is lowered to Small for the remainder of the encounter. *Grants Shrinkable"
Morning Sun,Status,Normal,--,Daily x2,--,Self,"The user regains Hit Points equal to half of its full Hit Point value. If it is Sunny, the user gains 2/3 of its full Hit Point value. If it is Rainy, Sand Storming or Hailing the user gains 1/4 of their full Hit Point value."
Multi-Attack,Physical,Normal,9,EOT,2,"Melee, 1 Target","Multi-Attack’s Type is determined by the Memory Disc, Plate, or Drive Item held."
Multi-Attack [SS],Physical,Normal,12,Scene x2,2,"Melee, 1 Target","Multi-Attack’s Type is determined by the Memory Disc, Plate, or Drive Item held."
Natural Gift,Special,Normal,See Effect,Scene,2,"6, 1 Target, Berry",Refer to the Move Keywords Berry list. Natural Gift deals damage according to the Berry list and Natural Gift’s Type is also defined there. The Berry’s Digestion/Food Buff is nullified and is not used.
Nature Power,Status,Normal,See Effect,EOT,See Effect,See Effect,Nature Power uses a Move defined by the Environ keyword.
Noble Roar,Status,Normal,--,EOT,2,"Burst 1, Sonic, Friendly, Social",Noble Roar lowers all legal targets’ Attack and Special Attack by +1 CS.
Odor Sleuth,Status,Normal,--,Scene x2,--,"Self, Swift Action","Odor Sleuth may be activated as a Swift Action on the user’s turn. For the rest of the turn, the user’s Normal-Type and Fighting-Type Moves can hit and affect Ghost-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those."
Pain Split,Status,Normal,--,Daily x2,--,"4, 1 Target","The user and the target both lose 1/2 of their current Hit Points. Add the amount of Hit Points the user and the target lost together, and divide the value by 2. Both the target and the user gain Hit Points equal to this value. Do not add Injuries from Pain Split from Hit Point Markers until the full effect of the Move has been resolved. Pain Split never causes Massive Damage. Hit Point loss from Pain Split cannot be prevented in any way."
Pay Day,Physical,Normal,4,Daily,2,Cone 2,"Pay Day scatters metal coins equal in value to 1d8 times the user's level. If it is a trainer battle, the winner of the battle gets to pick up the coins."
Perish Song,Status,Normal,--,Daily,--,"Burst 15, Sonic","Perish Song cannot miss. All targets, including the user, receive a Perish Count of 3. At the beginning of each of the target’s turns, their Perish count is lowered by 1. Once a Perish Count reaches 0, set the Pokémon’s Hit Points to 0. A Perish Count disappears if a target returns to their Poké Ball, Takes a Breather, or is knocked out. Perish Song never causes Massive Damage."
Play Nice,Status,Normal,--,At-Will,2,"6, 1 Target, Social",Play Nice lowers the target’s Attack by -1 CS.
Pound,Physical,Normal,4,At-Will,2,"Melee, 1 Target",--
Present,Physical,Normal,"X, See Effect",EOT,3,"4, 1 Target","Roll 1d6; Present has a DB equal to twice the result. On a result of 1, instead of taking damage the target gains 20 HP."
Protect,Status,Normal,--,Scene,--,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may use Protect. The user is instead not hit by the Move. The user does not take any damage nor is affected by any of the Move's effects."
Psych Up,Status,Normal,--,Scene,--,"6, 1 Target",The user's Combat Stages are changed to match the target's Combat Stages. Psych Up cannot miss.
Quick Attack,Physical,Normal,4,At-Will,2,"Melee, 1 Target, Priority",--
Rage,Physical,Normal,2,At-Will,2,"Melee, 1 Target, Spirit Surge","The user becomes Enraged. Until the end of the user’s next turn, if the user is Enraged, the user gains +1 Attack Combat Stage whenever they are damaged by an Damaging Move or Attack."
Rapid Spin,Physical,Normal,2,At-Will,2,"Melee, 1 Target, Spirit Surge","Rapid Spin destroys all Hazards within 5 meters, removes Leech Seeds, and removes the user's Trapped or Stuck status."
Rapid Spin [SS],Physical,Normal,5,At-Will,2,"Melee, 1 Target, Spirit Surge","Rapid Spin destroys all Hazards within 5 meters, removes Leech Seeds, and removes the user’s Trapped or Stuck status. If Rapid Spin hits, the user’s speed raises 1 CS."
Razor Wind,Special,Normal,8,EOT,2,"10, 3 Targets, Set -Up","Set-Up Effect: The user may not shift this round. The user whips up a whirlwind around themselves, granting +2 Evasion until the end of their next turn and destroying any Smokescreen or Hazards on any squares it is standing on and in all squares adjacent to it. Resolution Effect: The user attacks with Razor Wind. Razor Wind is a Critical Hit on 18+."
Recover,Status,Normal,--,Daily x2,--,"Self, Healing",The user regains HP equal to half of its full HP.
Recycle,Status,Normal,--,Scene,--,Self,The effect of a consumable item used earlier in the encounter is used again as if it had not been destroyed. The item is still gone.
Reflect Type,Status,Normal,--,Scene,2,"Melee, 1 Target",Reflect Type changes one of the user’s Types into one Type of your choice that the target has for the rest of the scene.
Refresh,Status,Normal,--,Scene x2,--,Self,"The user is cured of all Poison, Burns, and Paralysis."
Relic Song,Special,Normal,8,Scene,2,"Burst 3, Friendly, Sonic","All legal targets fall Asleep on 16+. As long as Meloetta knows Relic Song, it may change between Aria Form and Step Form as a Swift Action when using Relic Song or as a Standard Action otherwise. Both Aria and Step Form must be statted with the same HP Stat."
Retaliate,Physical,Normal,7,Scene x2,2,"Melee, 1 Target",Retaliate's DB is doubled to DB 14 (4d10+15 / 40) if an ally has been Fainted by a Damaging Move used by the Target in the last 2 rounds of Combat.
Return,Physical,Normal,"X, See Effect",At-Will,2,"Melee, 1 Target",Return's DB is equal to 3 plus the user's Loyalty Value.
Revelation Dance,Special,Normal,9,EOT,2,"6, 1 Target","Revelation Dance is the same Type as the user’s primary Type (aka the first one in its Pokedex listing). Revelation Dance deals +5 Bonus Damage for every other Dance Move used by the user this round, to a maximum of +15."
Roar,Status,Normal,--,Scene,2,"Burst 1, Sonic, Social","When declaring Roar, the user does nothing. At the end of the round, the user Shifts and uses Roar. Targets hit by Roar immediately Shift away from the user using their highest useable movement capability, towards their Trainer if possible. If the target is an owned Pokémon and ends this shift within 6 meters of their Poké Ball, they are immediately recalled to their Poké Ball. If that Trainer sends out a replacement, they do not lose their Command action."
Rock Climb,Physical,Normal,8,At-Will,5,"Melee, 1 Target, Dash",Rock Climb Confuses the target on 17+.
Round,Special,Normal,"X, See Effect",EOT,2,"Burst 1, Sonic","Round's Damage Base is equal to 6, plus +2 more for each use of Round by any Trainer or Pokémon this round, up to a maximum of DB 12 (3d12+10 / 30)."
Safeguard,Status,Normal,--,Scene,--,Blessing,"Blessing – Any user affected by Safeguard may activate it when receiving a Status Affliction to ignore the effects of that Status Affliction on their next turn. Safeguard may be activated 3 times, and then disappears."
Scary Face,Status,Normal,--,EOT,2,"4, 1 Target, Social",Lower the target’s Speed by -2 CS.
Scratch,Physical,Normal,4,At-Will,2,"Melee, Pass",--
Screech,Status,Normal,--,EOT,4,"Burst 2, Friendly, Sonic",Lower the Defense of all legal targets by -2 CS.
Secret Power,Special,Normal,7,At-Will,2,"4, 1 Target, Environ",Secret Power's effect depends on Environ. Secret Power's effect activates on 17+.
Self-Destruct,Physical,Normal,20,Daily,2,Burst 3,The user's HP is set to -50% of its full HP. This HP loss may not be prevented or reduced in any way. The user's loyalty may be lowered.
Sharpen,Status,Normal,--,At-Will,--,Self,Raise the user’s Attack by +1 CS.
Shell Smash,Status,Normal,--,Scene,--,Self,"Raise the user's Attack, Special Attack, and Speed by +2 CS each. Lower the user's Defense and Special Defense by -1 CS each."
Simple Beam,Status,Normal,--,Scene,2,"6, 1 Target",You choose one of the target's Abilities. Simple Beam changes that Ability to Simple for the remainder of the encounter.
Sing,Status,Normal,--,Scene,10,"Burst 2, Friendly, Sonic","All legal Targets fall Asleep. On a miss, Sing instead causes targets to become Slowed and suffer a -2 penalty to their Evasion until the end of the user's next turn."
Sketch,Status,Normal,--,Daily,--,"15, 1 Target","Sketch cannot miss. Once Sketch has been used, remove Sketch from the user's Move list. The last Move that the target used is added to the user's Move list permanently. Sketch may not be Interrupted or Intercepted."
Skull Bash,Physical,Normal,13,Scene x2,2,"Melee, 1 Target, Dash, Push, Set-Up",Set-Up Effect: Raise the user's Defense by +1 CS. Resolution Effect: The user may attack with Skull Bash. The target is pushed 3 meters.
Slack Off,Status,Normal,--,Daily x2,--,"Self, Healing",The user regains HP equal to half of its full HP.
Slam,Physical,Normal,8,At-Will,6,"Melee, 1 Target, Dash","Slam may be used as a Free Action at the end of a Sprint Maneuver taken as a Standard Action, as long as the user Shifted at least 3 meters in a straight line towards the target. When used this way, Slam gains the Smite keyword."
Slash,Physical,Normal,7,EOT,2,"Melee, Pass",Slash is a Critical Hit on 18+.
Sleep Talk,Status,Normal,--,Scene,--,Self,"Select another of the user’s Moves at random; this turn, the user may Shift and use that Move despite being Asleep. Sleep Talk can be only be used by Sleeping targets."
Smelling Salts,Physical,Normal,7,Scene x2,2,"Melee, 1 Target","If the target is Paralyzed, Smelling Salt’s Damage Base is doubled to 14 (4d10+15 / 40), and cures the target of Paralysis."
Smokescreen,Status,Normal,--,EOT,--,"5, Ranged Blast 3","Smokescreen creates a blast of Smoke that covers the target area; the Smoke persists until the end of the encounter, or until Defog or Whirlwind are used. All targets attacking from or into the Smoke receive a -3 penalty to Accuracy."
Snore,Special,Normal,5,EOT,2,"Burst 1, Sonic",Snore Flinches all legal targets on 15+. Snore may only be used by Sleeping users.
Soft-Boiled,Status,Normal,--,Daily x2,--,"Melee, 1 Target",The target regains Hit Points equal to half of its full Hit Points. The user may target themselves with Soft-Boiled.
Sonic Boom,Special,Normal,15 Damage,EOT,6,"8, 1 Target","Sonicboom causes the target to lose 15 HP. Sonicboom is Special and interacts with other moves and effects as such (Special Evasion may be applied to avoid it, Mirror Coat can reflect it, etc.)"
Spike Cannon,Physical,Normal,3,EOT,4,"6, 1 Target, Five Strike",--
Spit Up,Special,Normal,"X, See Effect",Scene,2,"4, 1 Target","For each Stockpiled Count the user has, Spit Up’s Damage Base is increased by +8. If the user has no Stockpiled count, Spit Up cannot be used."
Splash,Status,Normal,--,At-Will,--,Self,"Shift Action - The user may make a single Jump, adding +1 to their Long Jump and High Jump values, and gains +2 Evasion until the end of their next turn. *Grants +1 Long Jump"
Spotlight,Status,Normal,--,Daily,--,"6, 1 Target, Priority","Until the end of the user’s next turn, the target is Blinded and Vulnerable."
Stockpile,Status,Normal,--,EOT,--,Self,"The user adds 1 to their Stockpiled count to a maximum of 3. For each number a Stockpiled count is above 0, raise the user’s Defense and Special Defense by +1 CS each. If a Stockpiled count is set to 0, any Combat Stages gained from the Stockpiled count are removed."
Stomp,Physical,Normal,7,EOT,2,"Melee, 1 Target","Stomp Flinches the target on 15+. If the target is at least one size category smaller than the user, Stomp deals an additional 10 damage."
Strength,Physical,Normal,8,EOT,2,"Melee, 1 Target, Push","You may immediately initiate a Push Maneuver as a Free Action. The Maneuver automatically hits, but you must still make the Opposed Roll. *Grants +1 Power"
Stuff Cheeks,Status,Normal,--,Scene,--,Self,"The user immediately consumes one of its Food Buffs, regardless of any conditions that need to be met, gaining its benefit if applicable. If a Buff is consumed, the user’s Defense CS is raised by 2. "
